Date,Open,High,Low,Close,Volume
1274,175.5,176.75,174.28,176.7,4653276
1275,177.51,177.89,174.63,175.39,3762167
1276,177.48,185,177.31,184.45,14594320
1277,171.45,173.71,166.9,171.14,19914851
1278,170.16,171.44,167.41,169.64,6721545
1279,170.52,173.1,169.51,172.11,5089748
1280,171.42,175.2,170.87,173.53,4551448
1281,173.5,174.67,171.95,173.71,3681259
1282,174,177.19,173.75,175.93,4352491
1283,176.15,177.55,174.77,176.43,5256698
1284,176.66,183.11,176.59,183.06,7802311
1285,183.15,186.47,182.26,185.3,8315841
1286,184.39,187.24,183.6,186.21,5332604
1287,185.56,189.5,185.37,189.25,4497699
1288,189.25,191.4,188.35,190.42,4070689
1289,188.73,190.49,188.25,189.03,3890806
1290,189.77,190,186.35,186.62,4633082
1291,185.77,189.09,185.31,187.76,3426374
1292,187.54,188.5,185.13,186.5,4179841
1293,183.68,184.72,179.32,180.42,5639604
1294,180.25,181.15,174.39,176.68,5487837
1295,176.86,179.75,174.56,177.75,4661140
1296,178.95,180.75,177.1,177.24,4194514
1297,173.91,175.89,172.15,173.29,6788009
1298,173.53,173.96,168.67,169.44,5847443
1299,169.09,173.3,168.35,172.02,5186388
1300,173.71,174.46,172.05,172.79,4139104
1301,172.62,172.75,169.51,171.67,4924495
1302,171.92,172.09,166.24,169.08,5933430
1303,169.39,169.71,166.72,166.89,4223893
1304,166.67,169.75,163.9,169.05,7109627
1305,167.07,168.47,164.82,166.14,6000454
1306,165.5,169.2,164.12,168.07,4607082
1307,166.6,168.08,164.57,166.73,4023987
1308,161.39,166.88,160.76,165.08,4938226
1309,164.7,168.14,162.87,164.7,5214642
1310,165.91,166.3,160.78,160.97,6472880
1311,161.19,163.54,160.59,161.82,7449926
1312,163.37,165.79,161.72,164.52,4055811
1313,164.07,164.44,162.25,162.6,3612926
1314,162.3,166.26,160.82,165.32,4723630
1315,168.21,172,167.36,171.1,6286823
1316,171.64,173.49,170.3,170.98,4294302
1317,171.8,172.5,169.25,169.35,3400936
1318,170.73,174.84,170.07,174.62,4887443
1319,177.78,181.16,177.66,179.42,6860586
1320,179.31,181.57,178.5,180.13,4828345
1321,181.58,183.25,178.59,180.13,5686427
1322,180.89,183.61,180.69,182.94,4189692
1323,182.1,186.36,181.8,185.29,5570058
1324,186.15,188.27,181.12,182.76,5431265
1325,182.78,185.17,181.76,184.91,4565547
1326,185.26,186.22,182.78,184.71,3727206
1327,184.86,186.49,181.85,184.04,3297828
1328,183.06,184.59,179.42,180.48,5340273
1329,180.83,182.88,179.8,182.29,4228310
1330,181.39,182.08,179.36,181.82,3589689
1331,181,181.78,179.02,180.01,4272899
1332,178.38,178.91,175.37,178.34,4617288
1333,178.35,179.47,176.6,178.82,2647483
1334,181.62,185,181.59,183.87,4068097
1335,184.56,185.97,183.05,185.89,3351735
1336,185.65,186.35,183.77,185.42,3439714
1337,186.27,186.42,180.74,182.3,11240571
1338,183.2,197.8,182.75,196.63,23622949
1339,195.96,196.79,192.27,195.07,7277475
1340,194.38,196.59,193.78,195.81,6640873
1341,196.57,203.42,196.18,201.19,9399303
1342,201,202.59,196.69,198.45,6053289
1343,198.25,201.86,195.37,199.97,6551399
1344,198.66,201,196.12,197.11,4638222
1345,199.1,199.56,196.56,197.6,4017937
1346,198.34,202.36,196.78,200.8,5826058
1347,201.94,205.29,201.56,203.94,5891767
1348,203.12,205.5,202.25,204.38,4813424
1349,204.22,206.19,200.62,206.07,4820690
1350,205.7,206.39,202.36,202.56,4126181
1351,200.54,200.9,191.37,192.51,9389688
1352,191.82,195.98,191.76,194.81,7077636
1353,194.13,198.28,193.25,197.09,4958993
1354,198.33,199.95,197.55,198.8,3702622
1355,197.95,199.8,197.24,198.65,3382021
1356,195.56,197.29,192.02,196.22,4230523
1357,197,197,193,193.27,2972667
1358,193.57,194.35,191.14,192.26,4661207
1359,191.24,196.45,190.88,195,4075276
1360,194.76,196.12,193.5,194.13,2353956
1361,195.94,198.44,195.03,196.69,3412945
1362,196.06,197.26,192.05,192.4,3449408
1363,192.28,194.44,190.56,193.65,3045560
1364,191.23,193.21,187.62,188.32,4975621
1365,188.66,189.85,185.18,185.69,3713215
1366,185.72,190.63,185.52,187.55,4867038
1367,187.45,189.81,186.32,188.05,3717299
1368,189.74,191.76,185.71,189.68,4187248
1369,189.25,190.77,186.28,186.53,3763319
1370,186.81,189.31,184.86,186.29,3870110
1371,188.99,190.72,187.07,189.96,3960596
1372,188.04,192.45,185.3,185.98,6318168
1373,185.74,187,181.59,183.65,6032134
1374,186.51,187.39,184.64,186.37,6328369
1375,185.96,188.85,185.57,187.72,2834166
1376,188.3,195,187.12,194.23,4183501
1377,193.96,195.2,191.32,191.63,3134854
1378,189.5,194.46,188.3,194.16,4615173
1379,193.88,194.92,191.35,192.55,3616647
1380,194.5,202.58,194.03,201.25,6101849
1381,201.92,202.88,200.6,202.35,3825988
1382,202.67,206.25,201.03,204.18,4609723
1383,200.78,205.2,200.5,204.49,4451250
1384,205.55,210.27,203.61,209.49,4012454
1385,208.76,214.45,208.73,213.19,3586281
1386,212.12,214.4,211.01,214.19,2607964
1387,215.09,217.8,215.09,216.74,3145960
1388,214.3,218.32,213.25,218.28,3708086
1389,216.74,217.5,211,212.55,4034763
1390,214.64,215.65,211.12,211.23,3987227
1391,214.7,216.83,212.14,213.5,4231702
1392,213.58,215.91,209.38,210.38,3904926
1393,213.08,214.53,209.29,212.87,4075383
1394,212.53,213.39,208.29,211.53,2900565
1395,213.77,218.4,213.77,218.06,4438956
1396,220.05,220.2,214.41,215.55,3375432
1397,216.74,217.09,211.07,213.21,4546082
1398,213.86,217.95,211.11,216.52,3599944
1399,215.49,216.08,213,213.49,3346669
1400,214.99,215.6,210.35,214.18,9863579
1401,224.39,227.2,219.62,222.52,12956323
1402,223.27,225.95,220.23,223.9,5355607
1403,221.29,225.75,219.51,222.52,5170390
1404,225,227.45,217.66,221.32,5792926
1405,220.32,214.83,205.54,209.64,10273341
1406,209.48,214.83,205.54,209.96,8199706
1407,206.73,208,201.45,201.48,6584935
1408,204.67,207.32,194.84,202.7,10024461
1409,196.4,200.39,190.05,193.7,10431184
1410,196.7,205.09,190.46,205.09,10497215
1411,200.76,202.4,193.6,194.13,8757585
1412,197.01,200.85,191.36,198.36,7404618
1413,200.28,204.56,197.21,202.3,5620580
1414,202.06,205.28,198.32,202.95,4785864
1415,201.14,201.39,194.75,197.68,5209051
1416,198.53,199.6,193.74,195.93,3991541
1417,191.21,191.34,179.72,182.52,8280385
1418,180.29,190,177.55,178.93,7248437
1419,182.83,184.2,177.1,177.54,5314812
1420,178.92,194.84,178.52,193.55,7352930
1421,193.89,196.31,190.17,193.73,6252998
1422,194.41,196.99,191.07,192.03,3760329
1423,191.24,199.72,189.6,199.27,5310620
1424,202.82,206.67,202.55,206.53,4515202
1425,205.78,212.49,204.32,210.92,5919660
1426,212.27,216.17,211.35,215.23,7406344
1427,215.28,217.64,211.62,212.54,5276688
1428,208.94,210.69,207,210,4237270
1429,204.77,216.6,204.47,216.18,6217185
1430,218.8,220.19,214.22,219.9,5302955
1431,218.3,220.64,216.34,217.26,4405196
1432,215.05,216.96,209.75,211.39,4576477
1433,208.75,216.66,208.65,216.56,5343529
1434,217.79,219.95,215.01,219.53,4836596
1435,220.22,224.99,216.72,222.57,5884384
1436,223.99,227.2,221.25,226.78,5610172
1437,227.57,240.44,226.74,239.3,11760132
1438,237.11,244,232.88,241.69,8223270
1439,240.8,241.05,231.03,233.25,7385251
1440,234.51,240.52,231.81,231.87,5884096
1441,224.72,228.79,219,223.23,8255563
1442,220.51,224.49,219.06,223.61,6469239
1443,227.48,230.24,221.4,229.85,5794703
1444,234.22,234.75,222.4,224.21,7840914
1445,226.35,235.81,225.6,229.71,14439111
1446,234.17,234.3,216.29,222.44,9380228
1447,218.19,223,215.21,216.23,6553621
1448,217.01,221.6,211.39,211.98,6625118
1449,209.62,215,200.43,212.5,8715811
1450,212.53,220.17,208.48,219.5,6512936
1451,220.28,223.62,217.55,221.51,6850357
1452,222.48,227.9,218.41,224.74,6786465
1453,226.23,232.8,224.1,231.32,5145525
1454,230.6,236.75,229,235.48,5005722
1455,236.64,241.84,234.33,236.81,6511045
1456,237,239.68,235.23,236.15,4841536
1457,240.87,246.71,240.18,246.71,5927282
1458,244.29,246.71,240.67,242.33,4778929
1459,242.31,244.61,236.62,243.88,4612859
1460,240.67,243.33,229.25,231.53,6715807
1461,232.13,234.74,229.8,233.61,4526838
1462,236.91,237,230.6,234.78,4572980
1463,236.02,240.47,234,237.61,4976877
1464,238.59,239.01,225.89,227.15,14012593
1465,203.69,207.58,196.51,198.4,24140922
1466,204.26,208.6,201.1,206.78,10776025
1467,206.53,218.4,205.75,217.32,9886256
1468,215.79,218.89,213.04,213.51,7352676
1469,208.11,216.21,207.43,212.1,8516210
1470,215.55,216.79,212.72,215.62,6133127
1471,216.3,218.5,213.02,218.29,5317497
1472,217.65,218.23,214.33,216.48,4066890
1473,216.84,220.2,214,217,3860758
1474,219.2,219.35,215.21,217.99,3917258
1475,214.95,215.7,210.6,211.22,4685124
1476,213.5,214.06,208.1,210.79,5044864
1477,212.52,217.88,210.31,217.39,5165571
1478,215.65,222.35,214.25,218.93,6522901
1479,218,220.33,214.26,217.83,5739106
1480,216.27,216.97,211.23,211.99,5510208
1481,212.51,212.9,202.1,204.52,7985182
1482,205.33,205.34,197.11,197.14,8438477
1483,193.29,193.36,185.05,189.25,11323532
1484,186.95,194.04,183.58,192.34,9919367
1485,193.06,194.6,187.89,188.99,8012208
1486,190.41,190.83,181.51,182.4,4971977
1487,191.65,194.62,190.54,194.15,7207253
1488,194.78,195.5,187.3,188.39,6577462
1489,194.76,195.3,188.75,192.29,7718451
1490,191.85,198.08,191.59,197.13,7330072
1491,197.07,199.66,195.18,196.03,7526348
1492,198.86,199,193.67,196.24,5922598
1493,195.98,198.32,190.11,191.99,5203688
1494,191.03,196.71,189.12,195.32,6428567
1495,193.57,195.89,190.08,190.48,4361514
1496,191.21,193.95,188.4,193.03,5159276
1497,190.03,191.15,187.63,189.52,4344146
1498,188.56,189.68,178.5,180.51,9306288
1499,179,180.75,170.25,180.21,11616875
1500,182.05,184.8,179.53,181.26,7260281
1501,182.42,184.41,180.31,181.26,6665197
1502,182,183.17,179,179.33,4535016
1503,182.69,183.17,180.54,182.52,4600597
1504,181.92,183.5,172.49,174.35,8068732
1505,175.09,179.67,174.21,179.03,4696272
1506,179.22,179.68,175.6,177.28,3497605
1507,177.73,178.59,176.16,176.27,2951104
1508,176.39,176.65,172.28,173.89,3660008
1509,169.62,174.55,166.97,173.86,8212559
1510,173.36,175.17,172.49,173.1,4280263
1511,175.89,179.48,175.55,179.03,5111970
1512,179.21,180.5,176.06,177.51,4206624
1513,175.94,178.25,174.05,177.61,3810496
1514,178.07,184.65,177.5,182.61,7010139
1515,182.76,184.37,177,178.56,5058542
1516,181.1,182.4,177.1,179.34,3986102
1517,179.64,180.77,178.19,178.9,3102877
1518,179.42,179.49,175.75,175.93,5388353
1519,175.81,178.8,173.5,178.42,4754529
1520,180.15,183.3,178.51,181.66,5645244
1521,181.94,190.25,181.12,189.44,7477287
1522,190.88,195.94,190.36,194.45,7100003
1523,190.71,192.9,189.04,190.93,5610542
1524,190.79,191.73,185.23,186.09,4587694
1525,185,188.41,183.82,187,4681086
1526,186.99,188.17,184.61,187.8,4308183
1527,189.3,194.85,188.73,193.32,5878847
1528,193.09,196.5,192.33,195.37,4663070
1529,193.68,195,190.13,192.15,5430039
1530,194,195.63,189.7,194.44,12772139
1531,173.81,179.95,172,179.46,21341033
1532,179.65,181.94,176.8,181.72,8738896
1533,182.83,187.9,181.89,187.68,8122732
1534,186.28,186.56,182.92,183.14,5311645
1535,182.65,184.94,182.06,184.19,5104453
1536,184.95,186.49,182.91,185.48,5477425
1537,184.5,185.69,181.76,184.98,7189994
1538,183.42,187.63,182.52,185.54,5798484
1539,187.17,192.5,185.68,191.59,6073565
1540,191.08,193.57,186.1,191.3,9534544
1541,191.29,191.54,183.26,184.47,7802059
1542,177.79,181.68,175.14,179.93,12565470
1543,180.09,183.41,179.36,182.5,7418563
1544,182.65,184.75,180.58,182.26,6758962
1545,181.95,182.99,180.29,180.58,5786428
1546,179.64,180.75,176.96,178.89,5157465
1547,179.7,180.74,178.37,179.13,3669165
1548,177.54,179.19,176.5,178.53,3707942
1549,178.9,184.29,177.95,183.8,5764907
1550,183.89,184,179.01,179.69,5302508
1551,179.89,180.49,176.58,180.04,4938425
1552,179.48,181.84,178.92,179.3,3658009
1553,179,181.82,178.18,180.26,4684257
1554,178.68,183.5,178.04,181.09,5614085
1555,182.65,185.5,182.4,183.77,4951927
1556,184.17,188.38,183.8,187.64,4223589
1557,186.79,187.2,183.44,184.32,4510556
1558,184.13,185.4,182.2,183.39,2588002
1559,183.92,184.87,180.77,184.59,4404299
1560,183.65,184.32,181.14,182.26,3699734
1561,182.02,184.43,180.3,184.43,4160618
1562,183.28,185.68,182.35,185.05,4934824
1563,183.45,186.68,183,185.52,3904019
1564,184.88,194.41,182.88,192.33,9167308
1565,192.5,194.28,191.26,191.73,4215499
1566,190.54,194.06,190.26,192.4,3740279
1567,192.01,196.2,191.8,195.04,5984094
1568,196.48,202.97,195.5,202.87,7620695
1569,203.59,209.85,202.88,205.44,9600734
1570,206.14,207,200.31,201.16,6246236
1571,201.28,205.31,200.63,204.61,5711525
1572,205.02,206.85,201.87,202.51,4440996
1573,198.02,199.9,197,198.05,6430730
1574,198.24,202.39,197.5,199.66,5001070
1575,196.95,197.68,192.36,193.99,5459483
1576,193.55,196.03,193.55,194.39,3217777
1577,192.02,194.2,190.5,191.87,3136878
1578,192.75,193.52,186.57,186.98,4455491
1579,189.63,191.97,186.79,187.97,4338218
1580,188.06,192.26,185.61,190.69,4028910
1581,189.9,189.94,186.26,188.46,3432203
1582,189.01,189.47,183.65,185.5,4044271
1583,187.21,190.04,186.87,188.39,2829460
1584,188.82,193.45,188.74,191.07,4003095
1585,192.93,194.55,189.75,191.1,4003037
1586,192.34,193.48,189.8,189.98,3243745
1587,188.99,188.99,185.51,188.24,3481356
1588,188.68,190.7,186.51,190.33,3381850
1589,191.67,194.8,191.6,194.42,3958413
1590,193.57,196.36,193.02,195.99,10233980
1591,224.83,228.69,220.22,226.85,22112329
1592,223.95,233.84,223.05,231.9,9766512
1593,229.4,232.97,228.4,230.04,6757217
1594,227.82,231.44,227.4,230.25,4593971
1595,229.74,232.53,228.03,229.45,4057859
1596,227.8,229.72,223.74,223.99,4587893
1597,222.36,226.87,222.29,225.16,3314226
1598,223.15,225.39,218.2,223.9,4523044
1599,220.59,225.78,220.16,222.98,3713431
1600,223.91,229.08,221.95,226.69,4648359
1601,225.95,230.68,225.73,227.68,4195541
1602,225.6,227.29,222.51,222.93,3096794
1603,226.5,230.61,223,224.39,5716858
1604,225,228,222.5,224.06,5261956
1605,225.05,226,218.09,218.36,4507911
1606,219.41,219.63,212.81,213.85,5233522
1607,214.03,219.98,212.82,218.11,3580096
1608,218.31,218.87,213.96,215.33,3733844
1609,214.71,217.55,211.18,217.28,4243774
1610,216.98,217.66,212.7,215.24,3141496
1611,214.99,215.98,212.22,212.89,2171364
1612,214.3,216.55,212.29,214.75,2695938
1613,212.14,212.98,207.75,209.23,4085414
1614,209.48,213.79,207.11,212.91,4944924
1615,208.44,211.23,207.3,208.22,3953691
1616,207.4,215.35,206.37,214.57,4302341
1617,213.85,216.86,211.16,213.21,3546441
1618,214.63,218.4,214.52,217.64,2715054
1619,219.65,221.49,218.11,218.8,3505416
1620,218.61,219.42,216.66,218.48,2876904
1621,217.49,220.87,215.2,216.5,3749085
1622,217.65,218,214.52,216.42,2833765
1623,215.52,217.38,213.52,214.73,2326254
1624,215.26,216.5,212.56,214.45,3060973
1625,215.29,219.33,214.46,218.35,3788005
1626,217.28,223.76,216.73,222.66,3371446
1627,223.26,225.2,221.66,224.03,2716819
1628,224.51,224.74,220.84,223.02,2445774
1629,223.84,226.03,220.52,220.58,2843130
1630,221.83,222.51,219.35,222.16,2188063
1631,220.3,221.59,218,220.07,2382265
1632,221.45,226.39,221.45,225.61,3755034
1633,225.01,227.5,223.3,225.62,2799580
1634,223.92,224.62,218.75,221.31,2995338
1635,224.7,228.35,223.71,228.35,3615572
1636,229.3,229.34,226.34,229.32,2330930
1637,229.14,229.53,227.59,229.53,1335952
1638,228.62,230.5,226.53,227.06,2683610
1639,226.35,228.9,224.18,225.05,3203230
1640,225,226,223.45,225.05,1921979
1641,226.25,227.14,218.28,219.5,2983109
1642,218.95,221.74,215.34,218.37,2734848
1643,216.61,217.3,212.61,215.36,2617140
1644,215.63,219.31,213.88,218.39,2222329
1645,216.6,218.31,214.46,216.01,2004345
1646,217.45,217.94,213.96,216.93,1987267
1647,216.15,218.67,215.71,217.47,2097319
1648,220.73,227.5,220.69,226.17,5451352
1649,225.36,229.39,225.3,228.29,4170883
1650,224.72,226.58,221.54,226.01,5516909
1651,226.27,226.61,221.23,223.04,5017099
1652,222,222.5,215.91,217.05,3648127
1653,220,221.45,214.95,220.01,6937337
1654,225.25,238.34,224.5,237.32,11315524
1655,237,240.74,234.07,236.09,3736365
1656,235.1,236.3,231.61,233.3,3455868
1657,234.14,234.38,230.7,232.09,2543843
1658,230.56,234.34,228.66,230.81,3048331
1659,234.03,236.49,233.03,234.97,2825514
1660,235.56,235.74,233.81,233.99,1843686
1661,234.13,238,233.25,236.56,2058428
1662,235.29,236.45,233.59,234.38,1534228
1663,233.93,235.99,233.5,234.06,1548552
1664,233.08,234.85,231.43,232.75,1852503
1665,232.23,234.37,231,232.44,1997421
1666,234.71,236.72,232.62,233.19,2750998
1667,232.26,238.14,232.25,237.42,3266819
1668,237.72,242.82,236.2,241.55,4312712
1669,240.6,243.35,240.47,241.17,3085900
1670,241.37,241.65,238.2,240.35,1889992
1671,240.88,243.85,238.55,239.45,2571911
1672,239.4,244.9,238.8,243.1,2473886
1673,242.14,243.48,239.02,241.2,2454445
1674,241.68,246.87,241.36,245.74,3699397
1675,245.79,247.5,243.12,243.92,2929676
1676,243.97,246.78,243,246.11,2746912
1677,246.78,247.61,244.59,247.12,1773899
1678,246.99,250,245.25,246.22,3647976
1679,248.07,249.45,245.5,248.27,3347458
1680,248.27,251,244.66,247.88,3954066
1681,247.61,248.61,245.3,246.22,2653576
1682,248.23,252.7,247.2,251.38,5363368
1683,253.85,259.42,253.52,259.14,5030876
1684,259,260,256.82,257.09,2567521
1685,257.6,257.6,254.26,255.67,2526395
1686,256.5,257.78,253.5,255.63,2274715
1687,254.94,262,253.8,260.24,3526477
1688,261.4,264.11,259.77,261.27,3666583
1689,261.25,261.25,257,258,2306215
1690,258.48,260.5,257,258.75,2216148
1691,259.45,262.84,258.53,261.68,2637214
1692,260.03,260.87,258,260.81,2914144
1693,261.74,262,256.74,257.47,6060350
1694,255.22,255.6,253,254.8,2710040
1695,256.33,258.95,251.03,252.46,4405976
1696,252.4,254.61,248.23,249.67,2921042
1697,250.54,257.4,250.52,256.59,3397739
1698,256.14,257,253.2,254.32,2456710
1699,255.4,256.16,250.49,252.01,2581202
1700,252.8,253.15,249.03,250.6,2195767
1701,251.21,256.1,249.56,255.92,2746516
1702,256.01,261.52,255.87,260.47,2710852
1703,261.2,261.9,257.49,258.51,2807298
1704,257.67,259.8,255.56,259.06,1762589
1705,258.67,259.35,250.73,250.96,3497182
1706,252,252.46,244.01,244.99,3950008
1707,248,249.3,241.89,244.22,3447983
1708,243.18,245.46,241.91,242.36,2203701
1709,242.85,244.78,238.51,244.18,2960049
1710,244.87,245.77,242.08,243.94,2204143
1711,243.37,248.8,243.3,247.49,3303018
1712,247.77,250.91,242.7,244.85,5305942
1713,245.16,246.82,238.94,240,4396972
1714,238.81,238.95,232.32,233.78,4499938
1715,231.05,236.5,230.01,234.31,4431962
1716,235.88,235.94,227.95,228.49,3679682
1717,230.92,230.92,222.92,222.92,6741212
1718,228.6,238.71,226.69,238.24,11367410
1719,236.32,238.7,230.5,232.89,4797876
1720,234.23,234.55,231.34,232.14,3905997
1721,234.01,237.4,232.11,232.42,3374847
1722,232.04,234.83,230.11,234.33,1846241
1723,235.41,237.75,234.45,237.56,2664319
1724,235.65,235.66,229.42,232.06,3625570
1725,232.22,233.45,227.1,227.35,2991034
1726,226.26,230.97,224.6,226.31,3092767
1727,226.59,229.22,225.41,226.47,2129805
1728,225.12,227.9,224.71,226.6,2629797
1729,226.5,227.41,222.51,222.95,3034284
1730,222.3,225.16,218.18,220.6,3404622
1731,221.31,226.25,218.64,225.23,4353536
1732,228.32,232.5,227.45,229.71,3593171
1733,230,233.82,229.5,233.78,2772653
1734,233.84,238.67,232.75,238.03,2959494
1735,239.89,240,236.48,239.88,1776744
1736,240.39,244.32,238,243.62,4178897
1737,243.22,245.67,241.54,243.4,3048476
1738,242.45,247.23,241.5,247.11,2744898
1739,248.05,252.48,247.5,251.27,5314702
1740,250.38,252.65,248.27,252.05,3797641
1741,252.54,254.16,250,250.33,2991393
1742,249.94,253,248.66,252.49,3116870
1743,252.44,255.55,250.38,253.96,2853087
1744,253,255.17,251.51,253.37,3557822
1745,254.14,255.21,252.01,253.27,2170475
1746,253.1,254.78,247.3,247.77,3505507
1747,248.5,253.48,246.65,250.69,4185953
1748,251.07,254.36,250.06,251.76,2628123
1749,251.11,254.54,250.02,251.25,2462285
1750,250.11,251.9,247.79,249.19,2527188
1751,249.81,254,249.26,253.86,2277289
1752,254.57,263.11,254.57,260.4,4961611
1753,261.3,261.67,257.68,257.99,2301721
1754,258.36,262.41,256.54,261.5,2585390
1755,257.82,258.38,255.74,256.92,4704602
1756,257.3,259.5,256.96,258.62,986435
1757,257.15,257.42,248.04,248.63,4153579
1758,248.28,249.35,242.86,248.31,3640682
1759,245.85,247.44,245.05,245.18,1863298
1760,243.75,252.41,242.75,250.87,3419354
1761,256.08,258.1,253.26,257.31,3271279
1762,257.27,260.88,256.37,258.48,2751611
1763,257.58,259.8,256.65,259.15,1875900
1764,262.97,269.72,262.67,268.46,4912360
1765,267.07,268.98,263.57,266.38,3012356
1766,268.17,269.5,265.4,266.35,2265991
1767,268.54,268.74,262.3,265.34,2866093
1768,265.1,268.43,264.11,267.94,2413364
1769,268,274.26,267.54,272.73,4274746
1770,270.68,272.73,269.3,271.9,2327154
1771,270.53,271.24,267.83,268.93,2066092
1772,271.5,271.97,269.21,270.48,1884883
1773,270.83,274.5,269.6,272.12,2944742
1774,271.62,272.1,269.23,270.19,2139462
1775,270.57,271.09,266.65,268.11,2513507
1776,269.37,276.65,269.37,273.62,3416909
1777,275,284.72,274.4,283.99,4974945
1778,283.78,284.48,274.4,276.04,4322557
1779,275.35,275.46,258.35,260.35,10172552
1780,283,284.2,267.11,272.76,13081805
1781,271.04,275.94,263.7,265.5,6775977
1782,268.93,268.93,262.8,265,6118146
1783,262.78,264.68,259.07,259.98,3723793
1784,262,268.03,261.46,266.89,4013780
1785,265.16,266.89,261.11,262.22,2772204
1786,264.1,264.1,255.11,260.23,3977065
1787,261.4,265.25,260.56,261.95,3879628
1788,263.2,263.25,256.6,257.21,3407457
1789,259.19,260.16,257,258.7,2944730
1790,261.53,269.96,260.3,269.47,5295786
1791,267.37,270.65,265.4,269.24,3464080
1792,267.63,268.92,263.11,265.09,3981233
1793,265.91,270.11,264.5,269.75,2856410
1794,270.2,274.3,266.37,266.41,3530656
1795,265.12,269.48,263.25,265.94,3638795
1796,266.62,267.11,261.61,265.42,3125202
1797,266.94,268.69,259.65,259.87,3032709
1798,260.89,262.04,255.73,259.36,3348760
1799,259.4,265.83,256.86,263.25,2908410
1800,261.81,267,260.63,264.27,2668154
1801,263.27,266.6,261.04,265.74,2958799
1802,265.36,273.3,264.14,273.11,3457519
1803,274,276.68,269.99,275.59,3688583
1804,275.76,276.49,271.83,273.79,2051552
1805,274.1,274.8,271.85,273.88,1939787
1806,275,275.44,271.5,274.19,1880117
1807,273.43,273.99,270.4,271.24,1905076
1808,271,277.4,270.36,274.13,3246856
1809,275.24,276.5,272.64,275.1,1884215
1810,269.67,270,263.53,265.74,5227305
1811,264.98,267.26,260.05,261.82,4866472
1812,259.3,261.49,257.12,257.89,2721496
1813,258.4,259.5,252.62,256.41,3739566
1814,258.05,259.76,254.55,257.28,2738970
1815,256.11,257,252.68,253.39,2806446
1816,254.55,257.77,252.07,257.75,3126299
1817,258.58,259.43,254.5,256.02,2515058
1818,257.05,261.48,256.28,260.31,2421160
1819,258.75,265.93,257.9,265.3,2874924
1820,265.82,267.38,264.06,266.49,2473857
1821,266.98,267.4,261.01,261.61,2525200
1822,262.4,265.89,260.55,263.32,2632338
1823,262.12,263.67,257.75,259.03,2414484
1824,259.23,260.41,256.12,259.08,1964612
1825,255.72,256.18,253.67,255.48,2558157
1826,255.92,259.68,255.63,258.95,2296823
1827,258.85,262.61,257,261.14,2158332
1828,261.78,265.98,259.32,264.77,2322707
1829,264.74,270.97,264.74,269.85,3092065
1830,270.12,273.27,267.02,272.87,2868165
1831,271.08,275.12,267.1,267.72,3325919
1832,269.31,272.8,268.06,272.34,2138618
1833,270.8,270.85,264.25,267.4,3135291
1834,266.81,266.99,256.6,259.42,3138006
1835,258.16,262.88,257.5,260.32,2602870
1836,259.35,264.6,258.03,263.55,2119351
1837,264.5,269.87,264.5,268.9,2274694
1838,269.5,271.47,266.81,268.78,1855081
1839,271.53,275.8,270.5,274.7,6116498
1840,269.97,272.02,252.81,254.81,14035877
1841,254.9,257.01,249.15,249.74,7120310
1842,249.37,254.68,248.56,253.81,4250210
1843,253.9,254.2,245.75,248.23,4392202
1844,248.94,252.93,245.78,252.55,3936170
1845,256.14,259.25,254.7,258.05,3514674
1846,258.09,259.5,253.42,255.72,2349545
1847,256.31,259.74,252.91,257.73,3134069
1848,256.87,260.3,255.33,258.68,2677086
1849,258.73,263.55,256.88,260.16,2769255
1850,260.88,263.65,260.21,263.63,3145869
1851,262.77,265.88,262,264.51,2149498
1852,264.5,269.4,264.03,268.33,2700674
1853,267.07,269.05,264.56,266.56,2721687
1854,265.96,268.43,263.85,264.12,1643668
1855,265.83,269.98,265,269.9,2528227
1856,269,271.79,266.5,267.63,2209034
1857,268.74,270.77,267.66,268.86,1741466
1858,267.39,267.59,260.8,262.96,3332597
1859,260.49,263.17,259.59,261.8,2007811
1860,259.85,261.93,258.34,261.74,1696415
1861,266.48,271.1,266,267.29,3471096
1862,265.46,268.25,264.84,265.53,1903590
1863,265.71,268.57,265.62,266.83,1668469
1864,266,271.91,265.94,269.2,3374919
1865,265.38,269.11,262.95,266.88,2545284
1866,267,268.88,263.02,265.7,2088972
1867,265.81,271.66,265.02,267.17,3512867
1868,267.75,270.5,264.21,267.83,2476368
1869,269.74,280.1,269.13,276.87,4632539
1870,276.68,282.47,275.24,281.07,3088355
1871,276,278.41,274.24,274.78,3094367
1872,276.6,276.8,270.45,271.67,2239259
1873,271.5,276.8,270.29,275.79,2651715
1874,275,277.07,273.44,273.99,2147223
1875,276.35,280.2,275.65,278.06,2885680
1876,279.08,282.91,278.11,281.76,2147649
1877,281.26,283.34,277.87,278.16,2828375
1878,275.14,278.6,272.39,273.44,2985196
1879,274.57,275.84,269.79,273.36,4202058
1880,271.29,273.16,265,270.61,3866168
1881,272.3,273.47,269,272.09,2452910
1882,273.98,277.98,273.5,277.57,3029816
1883,279.18,280.2,274.54,277.55,2520422
1884,276.19,279.83,276.19,277.69,3193515
1885,279,283.29,277.16,282.1,2890065
1886,281.04,286.58,280.59,283.73,3238618
1887,282,285.4,282,284.03,1380205
1888,285,286.38,282.07,285.88,1985923
1889,286.42,291.67,286.14,290.59,3047197
1890,291,292.57,288.01,291.53,2775516
